floor_id,mall_id,city_cluster,layout_type,people,GDP_2023,PCDI_2023,TP_2023,mall_area_count,nearest_distance_km,count_1km,count_2km,total_area,Tx,L1_density,L2_diameter,L2_complexity,L2_integration,total_score
SYN00003_2,SYN00003,2,复杂集中型,16930.534651013786,53918.050932591264,62160.50376274013,10056.675416860655,52.75248732875509,0.433893714749807,8.0,21.0,94386.75775117057,26.694462581667267,0.19480519480519481,2,2.090909090909091,0.35648148148148145,92.67317483899915
SYN00004_1,SYN00004,1,简单集中型,8069.3830870075435,46416.97236584508,44236.47868364719,10944.129956069326,122.55222307323129,0.24447517777128935,13.0,31.0,68118.40001050556,31.658712414136538,0.10526315789473684,2,1.0,0.3454545454545455,78.7526991231053
SYN00004_2,SYN00004,1,简单集中型,8069.3830870075435,46416.97236584508,44236.47868364719,10944.129956069326,122.55222307323129,0.24447517777128935,13.0,31.0,68118.40001050556,31.658712414136538,0.11764705882352941,2,1.0,0.3469387755102041,84.97274170700142
SYN00004_3,SYN00004,1,简单集中型,8069.3830870075435,46416.97236584508,44236.47868364719,10944.129956069326,122.55222307323129,0.24447517777128935,13.0,31.0,68118.40001050556,31.658712414136538,0.07142857142857142,2,1.0,0.3414634146341463,76.01709006288188
SYN00004_4,SYN00004,1,简单集中型,8069.3830870075435,46416.97236584508,44236.47868364719,10944.129956069326,122.55222307323129,0.24447517777128935,13.0,31.0,68118.40001050556,31.658712414136538,0.06451612903225806,2,1.0,0.34065934065934067,70.95938748163447
SYN00005_1,SYN00005,2,简单型,500.0,75711.7963479171,56196.00015959496,200.0,16.415472476209885,0.3447861793928884,13.0,37.0,37621.62608961666,7.866958791574994,0.25,7,1.0,0.25,98.94089488482034
SYN00006_1,SYN00006,3,简单环型,5647.874850339636,87338.04856374681,85252.51060549999,6249.674023618487,1.0,0.3055286213386755,10.0,36.0,105464.2162758121,18.016920395154425,0.06060606060606061,17,1.0294117647058822,0.10248447204968944,66.38883267812041
SYN00006_2,SYN00006,3,简单环型,5647.874850339636,87338.04856374681,85252.51060549999,6249.674023618487,1.0,0.3055286213386755,10.0,36.0,105464.2162758121,18.016920395154425,0.1111111111111111,9,1.0526315789473684,0.16666666666666666,76.56225566655675
SYN00006_3,SYN00006,3,简单环型,5647.874850339636,87338.04856374681,85252.51060549999,6249.674023618487,1.0,0.3055286213386755,10.0,36.0,105464.2162758121,18.016920395154425,0.08333333333333333,12,1.04,0.13333333333333333,70.43271021147541
SYN00006_4,SYN00006,3,简单环型,5647.874850339636,87338.04856374681,85252.51060549999,6249.674023618487,1.0,0.3055286213386755,10.0,36.0,105464.2162758121,18.016920395154425,0.15384615384615385,7,1.0714285714285714,0.20967741935483872,89.86675732023647
SYN00007_1,SYN00007,2,简单型,32334.24734350006,117384.84175953415,78905.05293980254,10044.862589679498,17.13786504836156,0.07938063087366282,8.0,25.0,94027.84565882235,50.86711173199591,0.18181818181818182,10,1.0,0.2,93.85770388051522
SYN00008_1,SYN00008,2,简单型,31463.74189739932,98953.1113968865,59618.00576093069,8093.417588484071,226.0078369070298,0.01646468681321822,15.0,31.0,46791.014954712846,28.192891806825063,0.08333333333333333,23,1.0,0.10714285714285714,73.09100312879583
SYN00008_2,SYN00008,2,简单型,31463.74189739932,98953.1113968865,59618.00576093069,8093.417588484071,226.0078369070298,0.01646468681321822,15.0,31.0,46791.014954712846,28.192891806825063,0.5,3,1.0,0.37499999999999994,100.0
SYN00008_3,SYN00008,2,简单型,31463.74189739932,98953.1113968865,59618.00576093069,8093.417588484071,226.0078369070298,0.01646468681321822,15.0,31.0,46791.014954712846,28.192891806825063,0.06666666666666667,29,1.0,0.08823529411764705,67.94312613945146
SYN00008_4,SYN00008,2,简单型,31463.74189739932,98953.1113968865,59618.00576093069,8093.417588484071,226.0078369070298,0.01646468681321822,15.0,31.0,46791.014954712846,28.192891806825063,0.5,3,1.0,0.37499999999999994,100.0
SYN00009_1,SYN00009,3,多环型,15542.301240108054,50153.285822764294,103234.09124244089,9725.132712764704,62.17108363965868,0.08522333776709874,8.0,33.0,326687.3308309018,26.555742709151303,0.20952380952380953,6,1.5333333333333332,0.27272727272727276,93.47972937904362
SYN00009_2,SYN00009,3,多环型,15542.301240108054,50153.285822764294,103234.09124244089,9725.132712764704,62.17108363965868,0.08522333776709874,8.0,33.0,326687.3308309018,26.555742709151303,0.6666666666666666,2,1.25,0.4285714285714286,100.0
SYN00009_3,SYN00009,3,多环型,15542.301240108054,50153.285822764294,103234.09124244089,9725.132712764704,62.17108363965868,0.08522333776709874,8.0,33.0,326687.3308309018,26.555742709151303,0.1523809523809524,8,1.5714285714285714,0.23076923076923073,85.56210396844068
SYN00009_4,SYN00009,3,多环型,15542.301240108054,50153.285822764294,103234.09124244089,9725.132712764704,62.17108363965868,0.08522333776709874,8.0,33.0,326687.3308309018,26.555742709151303,0.17647058823529413,7,1.5555555555555556,0.25,86.66993708945891
SYN00010_1,SYN00010,3,简单集中型,7010.912377060304,21839.688063236077,63813.40071998875,10226.093302419069,39.18264354877347,0.4035088498784713,10.0,26.0,62872.47342787659,19.662417264124535,0.09523809523809523,2,1.0,0.3442622950819672,69.50902384476825
SYN00010_2,SYN00010,3,简单集中型,7010.912377060304,21839.688063236077,63813.40071998875,10226.093302419069,39.18264354877347,0.4035088498784713,10.0,26.0,62872.47342787659,19.662417264124535,0.14285714285714285,2,1.0,0.35,78.18537273723612
SYN00010_3,SYN00010,3,简单集中型,7010.912377060304,21839.688063236077,63813.40071998875,10226.093302419069,39.18264354877347,0.4035088498784713,10.0,26.0,62872.47342787659,19.662417264124535,0.11764705882352941,2,1.0,0.3469387755102041,77.56239846290399
SYN00011_1,SYN00011,2,简单集中型,16383.990690801827,18795.99765194727,51327.982784898675,2079.6723134539166,103.77061649883542,0.3920956595916079,9.0,23.0,192606.48439469258,18.921802095197606,0.06666666666666667,2,1.0,0.3409090909090909,75.57428166288517
SYN00011_2,SYN00011,2,简单集中型,16383.990690801827,18795.99765194727,51327.982784898675,2079.6723134539166,103.77061649883542,0.3920956595916079,9.0,23.0,192606.48439469258,18.921802095197606,0.06896551724137931,2,1.0,0.34117647058823525,68.26515059657447
SYN00012_1,SYN00012,2,简单集中型,500.0,57344.56645290716,64770.93019899228,3172.7183886639477,123.11278224088662,0.21444542237650951,8.0,32.0,40189.46964120429,32.28999982360393,0.125,2,1.0,0.34782608695652173,77.740931437982
SYN00012_2,SYN00012,2,简单集中型,500.0,57344.56645290716,64770.93019899228,3172.7183886639477,123.11278224088662,0.21444542237650951,8.0,32.0,40189.46964120429,32.28999982360393,0.2857142857142857,2,1.0,0.3684210526315789,96.24428105940206
SYN00012_3,SYN00012,2,简单集中型,500.0,57344.56645290716,64770.93019899228,3172.7183886639477,123.11278224088662,0.21444542237650951,8.0,32.0,40189.46964120429,32.28999982360393,0.09523809523809523,2,1.0,0.3442622950819672,79.19310350077542
SYN00012_4,SYN00012,2,简单集中型,500.0,57344.56645290716,64770.93019899228,3172.7183886639477,123.11278224088662,0.21444542237650951,8.0,32.0,40189.46964120429,32.28999982360393,0.15384615384615385,2,1.0,0.3513513513513513,88.44493126645914
SYN00013_1,SYN00013,2,简单型,5443.983928277192,3000.0,21738.06987291528,1369.5730845330504,169.30545157295228,0.08739150641636809,13.0,37.0,129464.67122019397,18.38683060163438,0.5,3,1.0,0.37499999999999994,100.0
SYN00013_2,SYN00013,2,简单型,5443.983928277192,3000.0,21738.06987291528,1369.5730845330504,169.30545157295228,0.08739150641636809,13.0,37.0,129464.67122019397,18.38683060163438,0.2,9,1.0,0.2142857142857143,81.76814126717716
SYN00013_3,SYN00013,2,简单型,5443.983928277192,3000.0,21738.06987291528,1369.5730845330504,169.30545157295228,0.08739150641636809,13.0,37.0,129464.67122019397,18.38683060163438,0.5,3,1.0,0.37499999999999994,100.0
SYN00013_4,SYN00013,2,简单型,5443.983928277192,3000.0,21738.06987291528,1369.5730845330504,169.30545157295228,0.08739150641636809,13.0,37.0,129464.67122019397,18.38683060163438,0.08695652173913043,22,1.0,0.1111111111111111,67.80144572147422
SYN00014_1,SYN00014,3,复杂集中型,500.0,57429.5756462863,73010.8768398757,3958.375712144685,22.26038946449546,0.4895301980607306,11.0,23.0,58943.970639060506,16.592014104116245,0.25735294117647056,2,2.1176470588235294,0.3646112600536193,96.62630392433344
SYN00014_2,SYN00014,3,复杂集中型,500.0,57429.5756462863,73010.8768398757,3958.375712144685,22.26038946449546,0.4895301980607306,11.0,23.0,58943.970639060506,16.592014104116245,0.17666666666666667,2,2.16,0.3541912632821724,91.07390814567607
SYN00015_1,SYN00015,3,简单环型,22937.320861622047,76317.47474040565,64498.60456790031,5650.9329648813,165.15782873910618,0.05015348036985032,13.0,26.0,106201.32310989712,31.921818540499878,0.14285714285714285,7,1.0666666666666667,0.2,83.97698329457543
SYN00016_1,SYN00016,3,复杂集中型,2111.734065109991,28985.3932275796,92472.27409651093,200.0,1.0,0.5169838840708854,17.0,22.0,117126.96542685923,18.523374276722528,0.4444444444444444,2,1.8888888888888888,0.391304347826087,100.0
SYN00016_2,SYN00016,3,复杂集中型,2111.734065109991,28985.3932275796,92472.27409651093,200.0,1.0,0.5169838840708854,17.0,22.0,117126.96542685923,18.523374276722528,1.0,1,1.75,0.5,100.0
SYN00016_3,SYN00016,3,复杂集中型,2111.734065109991,28985.3932275796,92472.27409651093,200.0,1.0,0.5169838840708854,17.0,22.0,117126.96542685923,18.523374276722528,0.18972332015810275,2,2.1304347826086953,0.35583684950773553,94.47749269855298
SYN00017_1,SYN00017,1,简单集中型,1624.7534591122158,27710.544104597746,45045.528290617,4751.39320377613,3.993905459201244,0.0927714637542353,10.0,26.0,60779.692859955605,49.55476816428139,0.1111111111111111,2,1.0,0.34615384615384615,66.16777023322172
SYN00017_2,SYN00017,1,简单集中型,1624.7534591122158,27710.544104597746,45045.528290617,4751.39320377613,3.993905459201244,0.0927714637542353,10.0,26.0,60779.692859955605,49.55476816428139,0.2857142857142857,2,1.0,0.3684210526315789,100.0
SYN00017_3,SYN00017,1,简单集中型,1624.7534591122158,27710.544104597746,45045.528290617,4751.39320377613,3.993905459201244,0.0927714637542353,10.0,26.0,60779.692859955605,49.55476816428139,0.25,2,1.0,0.36363636363636365,90.00629233553217
SYN00017_4,SYN00017,1,简单集中型,1624.7534591122158,27710.544104597746,45045.528290617,4751.39320377613,3.993905459201244,0.0927714637542353,10.0,26.0,60779.692859955605,49.55476816428139,0.07407407407407407,2,1.0,0.3417721518987342,74.92344301557416
SYN00018_1,SYN00018,3,简单环型,20905.176508917233,71053.1379663104,89359.14451304817,3262.8509838103055,157.32989561097,0.396687495744423,20.0,28.0,133366.92390738727,45.06944029239684,0.10526315789473684,10,1.05,0.15966386554621848,85.19615068076554
SYN00018_2,SYN00018,3,简单环型,20905.176508917233,71053.1379663104,89359.14451304817,3262.8509838103055,157.32989561097,0.396687495744423,20.0,28.0,133366.92390738727,45.06944029239684,0.1111111111111111,9,1.0526315789473684,0.16666666666666666,91.12087908778126
SYN00018_3,SYN00018,3,简单环型,20905.176508917233,71053.1379663104,89359.14451304817,3262.8509838103055,157.32989561097,0.396687495744423,20.0,28.0,133366.92390738727,45.06944029239684,0.1,10,1.0476190476190477,0.15384615384615385,68.62710325773799
SYN00019_1,SYN00019,1,简单型,500.0,34839.602494306404,15000.0,8716.736159882666,104.13663457877475,0.33390339980831946,8.0,28.0,225189.5849845352,32.73219261846069,0.2222222222222222,8,1.0,0.23076923076923073,90.04169810621599
SYN00020_1,SYN00020,2,简单环型,13956.92344560159,64824.50210820384,74446.02589569533,5901.224013173827,70.42498583606927,0.2614911189379977,11.0,24.0,168482.5104536701,1.0,0.13333333333333333,8,1.0625,0.189873417721519,78.68968500765757
SYN00021_1,SYN00021,1,简单环型,18974.504545319047,3000.0,62034.99480301903,7631.489101175958,1.0,0.18512334102946573,7.0,21.0,73654.54777458002,37.79288403209758,0.11764705882352941,9,1.0555555555555556,0.17346938775510204,82.41399488310833
SYN00021_2,SYN00021,1,简单环型,18974.504545319047,3000.0,62034.99480301903,7631.489101175958,1.0,0.18512334102946573,7.0,21.0,73654.54777458002,37.79288403209758,0.08695652173913043,12,1.0416666666666667,0.1377245508982036,77.41743052843674
SYN00021_3,SYN00021,1,简单环型,18974.504545319047,3000.0,62034.99480301903,7631.489101175958,1.0,0.18512334102946573,7.0,21.0,73654.54777458002,37.79288403209758,0.047619047619047616,21,1.0232558139534884,0.08333333333333333,72.37788378528946
SYN00021_4,SYN00021,1,简单环型,18974.504545319047,3000.0,62034.99480301903,7631.489101175958,1.0,0.18512334102946573,7.0,21.0,73654.54777458002,37.79288403209758,0.15384615384615385,7,1.0714285714285714,0.20967741935483872,79.78222187234853
SYN00022_1,SYN00022,3,简单型,13479.578697572924,58112.49538126604,88695.01344215055,200.0,89.86785167164045,0.01886105141852884,13.0,39.0,196429.80901114686,14.980696162101847,0.1111111111111111,17,1.0,0.13636363636363638,83.19951072679277
SYN00022_2,SYN00022,3,简单型,13479.578697572924,58112.49538126604,88695.01344215055,200.0,89.86785167164045,0.01886105141852884,13.0,39.0,196429.80901114686,14.980696162101847,0.2857142857142857,6,1.0,0.27272727272727276,100.0
SYN00022_3,SYN00022,3,简单型,13479.578697572924,58112.49538126604,88695.01344215055,200.0,89.86785167164045,0.01886105141852884,13.0,39.0,196429.80901114686,14.980696162101847,0.2,9,1.0,0.2142857142857143,92.37389387455056
SYN00022_4,SYN00022,3,简单型,13479.578697572924,58112.49538126604,88695.01344215055,200.0,89.86785167164045,0.01886105141852884,13.0,39.0,196429.80901114686,14.980696162101847,0.05714285714285714,34,1.0,0.07692307692307693,72.65311450766384
SYN00023_1,SYN00023,2,一字型,8836.119216225876,61486.34752252608,49094.67639129839,3029.0448086216384,1.0,0.8850775685115824,10.0,37.0,43516.602099360905,1.5251938670638374,0.5,3,1.0,0.37499999999999994,100.0
SYN00023_2,SYN00023,2,一字型,8836.119216225876,61486.34752252608,49094.67639129839,3029.0448086216384,1.0,0.8850775685115824,10.0,37.0,43516.602099360905,1.5251938670638374,0.09523809523809523,20,1.0,0.12000000000000002,67.37821625183771
SYN00023_3,SYN00023,2,一字型,8836.119216225876,61486.34752252608,49094.67639129839,3029.0448086216384,1.0,0.8850775685115824,10.0,37.0,43516.602099360905,1.5251938670638374,0.1,19,1.0,0.125,65.75921020233241
SYN00023_4,SYN00023,2,一字型,8836.119216225876,61486.34752252608,49094.67639129839,3029.0448086216384,1.0,0.8850775685115824,10.0,37.0,43516.602099360905,1.5251938670638374,0.06896551724137931,28,1.0,0.09090909090909091,68.19543699583384
SYN00024_1,SYN00024,2,多环型,3252.6443862616898,41033.30395365968,82070.35114204802,3044.5236348301514,9.45502842004656,0.3220165288214531,10.0,28.0,69658.89771416056,16.587514328317596,0.20952380952380953,6,1.5333333333333332,0.27272727272727276,89.09486781668355
SYN00024_2,SYN00024,2,多环型,3252.6443862616898,41033.30395365968,82070.35114204802,3044.5236348301514,9.45502842004656,0.3220165288214531,10.0,28.0,69658.89771416056,16.587514328317596,0.1523809523809524,8,1.5714285714285714,0.23076923076923073,85.58231464332881
SYN00024_3,SYN00024,2,多环型,3252.6443862616898,41033.30395365968,82070.35114204802,3044.5236348301514,9.45502842004656,0.3220165288214531,10.0,28.0,69658.89771416056,16.587514328317596,0.17647058823529413,7,1.5555555555555556,0.25,90.00563427563954
SYN00025_1,SYN00025,2,多环型,12497.522501922487,89783.24420027893,55373.02144563631,4598.219333153588,89.44110930656359,0.20512001873543467,20.0,24.0,241191.47937031105,1.0,0.13405797101449277,9,1.5833333333333335,0.2142857142857143,92.33114359058091
SYN00025_2,SYN00025,2,多环型,12497.522501922487,89783.24420027893,55373.02144563631,4598.219333153588,89.44110930656359,0.20512001873543467,20.0,24.0,241191.47937031105,1.0,0.11904761904761904,9,1.6428571428571428,0.2142857142857143,75.94266946201618
SYN00025_3,SYN00025,2,多环型,12497.522501922487,89783.24420027893,55373.02144563631,4598.219333153588,89.44110930656359,0.20512001873543467,20.0,24.0,241191.47937031105,1.0,0.17647058823529413,7,1.5555555555555556,0.25,90.66436873454168
SYN00025_4,SYN00025,2,多环型,12497.522501922487,89783.24420027893,55373.02144563631,4598.219333153588,89.44110930656359,0.20512001873543467,20.0,24.0,241191.47937031105,1.0,0.13405797101449277,9,1.5833333333333335,0.2142857142857143,89.84704294344276
SYN00026_1,SYN00026,3,简单环型,8349.709192750162,69722.87296290566,42331.95266485116,8174.61439116409,97.45342789981713,0.4007721336393831,9.0,23.0,162803.93325814372,10.912067119348485,0.11764705882352941,9,1.0555555555555556,0.17346938775510204,77.74843605458946
SYN00026_2,SYN00026,3,简单环型,8349.709192750162,69722.87296290566,42331.95266485116,8174.61439116409,97.45342789981713,0.4007721336393831,9.0,23.0,162803.93325814372,10.912067119348485,0.07692307692307693,13,1.037037037037037,0.125,75.16803692469372
SYN00027_1,SYN00027,3,简单集中型,500.0,61211.8737511056,15000.0,2815.09028058324,150.8398060136818,0.8727074080842867,10.0,30.0,112836.52705219777,44.35022214519779,0.14285714285714285,2,1.0,0.35,83.36324356710821
SYN00027_2,SYN00027,3,简单集中型,500.0,61211.8737511056,15000.0,2815.09028058324,150.8398060136818,0.8727074080842867,10.0,30.0,112836.52705219777,44.35022214519779,0.2222222222222222,2,1.0,0.36,85.19283057112078
SYN00028_1,SYN00028,2,简单型,14418.681102958082,23185.690750086564,66410.85815229018,7447.487141306337,11.808995487267325,0.10527316686915338,13.0,28.0,248035.4013044067,13.92710422339635,0.06896551724137931,28,1.0,0.09090909090909091,74.61955475517375
SYN00028_2,SYN00028,2,简单型,14418.681102958082,23185.690750086564,66410.85815229018,7447.487141306337,11.808995487267325,0.10527316686915338,13.0,28.0,248035.4013044067,13.92710422339635,0.07407407407407407,26,1.0,0.0967741935483871,75.85357443254097
SYN00028_3,SYN00028,2,简单型,14418.681102958082,23185.690750086564,66410.85815229018,7447.487141306337,11.808995487267325,0.10527316686915338,13.0,28.0,248035.4013044067,13.92710422339635,0.09523809523809523,20,1.0,0.12000000000000002,76.66243457207746
SYN00029_1,SYN00029,1,简单集中型,500.0,9344.758172917012,66040.38202213764,8335.615925936823,19.581959252515034,0.01,12.0,23.0,52993.75080559558,37.60647773776354,0.2,2,1.0,0.35714285714285715,87.67194758656134
SYN00029_2,SYN00029,1,简单集中型,500.0,9344.758172917012,66040.38202213764,8335.615925936823,19.581959252515034,0.01,12.0,23.0,52993.75080559558,37.60647773776354,0.09523809523809523,2,1.0,0.3442622950819672,80.96528118413406
SYN00029_3,SYN00029,1,简单集中型,500.0,9344.758172917012,66040.38202213764,8335.615925936823,19.581959252515034,0.01,12.0,23.0,52993.75080559558,37.60647773776354,0.18181818181818182,2,1.0,0.3548387096774193,81.96751129474247
SYN00030_1,SYN00030,2,简单型,15002.551969615204,25431.115166600055,46324.337938518096,4113.577727416463,1.0,0.4650219570405322,13.0,28.0,72784.70237266459,32.51312015359073,0.06666666666666667,29,1.0,0.08823529411764705,69.0512292736984
SYN00030_2,SYN00030,2,简单型,15002.551969615204,25431.115166600055,46324.337938518096,4113.577727416463,1.0,0.4650219570405322,13.0,28.0,72784.70237266459,32.51312015359073,0.2857142857142857,6,1.0,0.27272727272727276,98.30318342879085
SYN00030_3,SYN00030,2,简单型,15002.551969615204,25431.115166600055,46324.337938518096,4113.577727416463,1.0,0.4650219570405322,13.0,28.0,72784.70237266459,32.51312015359073,0.1,19,1.0,0.125,76.75889783212187
SYN00030_4,SYN00030,2,简单型,15002.551969615204,25431.115166600055,46324.337938518096,4113.577727416463,1.0,0.4650219570405322,13.0,28.0,72784.70237266459,32.51312015359073,0.13333333333333333,14,1.0,0.15789473684210528,78.66127724812932
SYN00031_1,SYN00031,2,简单型,28280.31565335741,70464.52253720867,57856.99495757849,3285.136210673575,44.53087992083022,0.12637008344653972,15.0,22.0,174677.62538088948,47.673351788123774,0.09090909090909091,21,1.0,0.11538461538461536,64.83166855566405
SYN00032_1,SYN00032,1,复杂集中型,500.0,23987.070266883835,31314.386115716494,5006.138691324576,98.39479169596201,0.544363946164437,11.0,26.0,95798.06824284048,54.39743123422302,0.22105263157894736,2,2.15,0.35984848484848486,88.55520123890268
SYN00032_2,SYN00032,1,复杂集中型,500.0,23987.070266883835,31314.386115716494,5006.138691324576,98.39479169596201,0.544363946164437,11.0,26.0,95798.06824284048,54.39743123422302,0.5357142857142857,2,2.0,0.40579710144927533,100.0
SYN00032_3,SYN00032,1,复杂集中型,500.0,23987.070266883835,31314.386115716494,5006.138691324576,98.39479169596201,0.544363946164437,11.0,26.0,95798.06824284048,54.39743123422302,0.18972332015810275,2,2.1304347826086953,0.35583684950773553,78.47189787311316
SYN00032_4,SYN00032,1,复杂集中型,500.0,23987.070266883835,31314.386115716494,5006.138691324576,98.39479169596201,0.544363946164437,11.0,26.0,95798.06824284048,54.39743123422302,0.5357142857142857,2,2.0,0.40579710144927533,100.0
SYN00033_1,SYN00033,3,多环型,20608.767658307515,57839.06743955133,33118.493463790786,6218.6215317190945,37.48769103313668,0.5232148314099647,9.0,34.0,143433.95730579054,36.775039008224915,0.17647058823529413,7,1.5555555555555556,0.25,87.03095414417821
SYN00034_1,SYN00034,3,一字型,5482.289137723973,88906.55500637286,54839.5610896773,200.0,39.430693596068,0.4702169929577848,7.0,29.0,110334.57287867002,25.552587909716777,0.08695652173913043,22,1.0,0.1111111111111111,67.41527076676914
SYN00034_2,SYN00034,3,一字型,5482.289137723973,88906.55500637286,54839.5610896773,200.0,39.430693596068,0.4702169929577848,7.0,29.0,110334.57287867002,25.552587909716777,0.16666666666666666,11,1.0,0.1875,87.31116190987603
SYN00034_3,SYN00034,3,一字型,5482.289137723973,88906.55500637286,54839.5610896773,200.0,39.430693596068,0.4702169929577848,7.0,29.0,110334.57287867002,25.552587909716777,0.18181818181818182,10,1.0,0.2,89.9085456885744
SYN00035_1,SYN00035,2,多环型,22332.92822629011,74020.42761678953,44931.076185295125,3176.6815101049306,189.52795444162322,0.17177451053775916,9.0,31.0,51290.579087686034,46.10811882862001,0.24242424242424243,6,1.4166666666666667,0.27272727272727276,99.67178381531419
SYN00035_2,SYN00035,2,多环型,22332.92822629011,74020.42761678953,44931.076185295125,3176.6815101049306,189.52795444162322,0.17177451053775916,9.0,31.0,51290.579087686034,46.10811882862001,0.20952380952380953,6,1.5333333333333332,0.27272727272727276,92.27815287728683
SYN00036_1,SYN00036,2,简单环型,2817.611792856349,127777.77244332554,76721.01820678613,5956.137428489599,29.432939627932754,0.04560706590635655,10.0,27.0,43671.371918971425,22.723300151315534,0.06060606060606061,17,1.0294117647058822,0.10248447204968944,76.07189953285578
SYN00037_1,SYN00037,1,简单环型,500.0,6791.5329026636755,63836.66908330414,8681.08575910962,88.93037687664237,0.5539698955954282,10.0,26.0,45068.009755660925,20.125663214823465,0.2222222222222222,5,1.1,0.2647058823529412,91.800345076564
SYN00037_2,SYN00037,1,简单环型,500.0,6791.5329026636755,63836.66908330414,8681.08575910962,88.93037687664237,0.5539698955954282,10.0,26.0,45068.009755660925,20.125663214823465,0.07692307692307693,13,1.037037037037037,0.125,68.84741425489838
SYN00038_1,SYN00038,3,简单型,23240.611409143003,3000.0,29813.598430234757,8662.51738217282,129.97535014279893,0.15782385409034635,11.0,25.0,55451.285822322585,15.272116619880016,0.18181818181818182,10,1.0,0.2,82.14949668472646
SYN00039_1,SYN00039,2,简单环型,8336.835285272755,50180.954562775536,39041.36512745281,2476.6826503886923,30.4284122014419,0.06914716612461513,13.0,21.0,82175.46177636266,7.9892303739351185,0.16666666666666666,6,1.0769230769230769,0.2222222222222222,87.60144020800516
